sample_order,company_id,final_sample_id,ticker,symbol,company_name,security,_company_key,cik,gics_sector,gics_sub_industry,accession_number,primary_document,form,filing_date,report_date,report_year,filing_url,source_manifest,sample_group,batch_id,r2_object_key,universe_order
242,S2023-242,S2023-242,INTU,INTU,Intuit,Intuit,cik:0000896878,0000896878,Information Technology,Application Software,0000896878-23-000034,intu-20230731.htm,10-K,2023-09-01,2023-07-31,2023,https://www.sec.gov/Archives/edgar/data/896878/000089687823000034/intu-20230731.htm,2023/sp500_companies.csv,sample_2023,3,2023/sample_500/html/raw/0000896878/0000896878-23-000034.html,255
243,S2023-243,S2023-243,ISRG,ISRG,Intuitive Surgical,Intuitive Surgical,cik:0001035267,0001035267,Health Care,Health Care Equipment,0001035267-24-000021,isrg-20231231.htm,10-K,2024-01-31,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1035267/000103526724000021/isrg-20231231.htm,2023/sp500_companies.csv,sample_2023,3,2023/sample_500/html/raw/0001035267/0001035267-24-000021.html,256
244,S2023-244,S2023-244,IVZ,IVZ,Invesco,Invesco,cik:0000914208,0000914208,Financials,Asset Management & Custody Banks,0000914208-24-000219,ivz-20231231.htm,10-K,2024-02-21,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/914208/000091420824000219/ivz-20231231.htm,2023/sp500_companies.csv,sample_2023,3,2023/sample_500/html/raw/0000914208/0000914208-24-000219.html,257
245,S2023-245,S2023-245,INVH,INVH,Invitation Homes,Invitation Homes,cik:0001687229,0001687229,Real Estate,Single-Family Residential REITs,0001687229-24-000013,invh-20231231.htm,10-K,2024-02-21,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1687229/000168722924000013/invh-20231231.htm,2023/sp500_companies.csv,sample_2023,3,2023/sample_500/html/raw/0001687229/0001687229-24-000013.html,258
246,S2023-246,S2023-246,IRM,IRM,Iron Mountain,Iron Mountain,cik:0001020569,0001020569,Real Estate,Other Specialized REITs,0001020569-24-000040,irm-20231231.htm,10-K,2024-02-22,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1020569/000102056924000040/irm-20231231.htm,2023/sp500_companies.csv,sample_2023,3,2023/sample_500/html/raw/0001020569/0001020569-24-000040.html,259
247,S2023-247,S2023-247,JBHT,JBHT,J.B. Hunt,J.B. Hunt,cik:0000728535,0000728535,Industrials,Cargo Ground Transportation,0001437749-24-005368,jbht20231231_10k.htm,10-K,2024-02-23,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/728535/000143774924005368/jbht20231231_10k.htm,2023/sp500_companies.csv,sample_2023,3,2023/sample_500/html/raw/0000728535/0001437749-24-005368.html,260
248,S2023-248,S2023-248,SJM,SJM,J.M. Smucker Company (The),J.M. Smucker Company (The),cik:0000091419,0000091419,Consumer Staples,Packaged Foods & Meats,0000091419-23-000072,sjm-20230430.htm,10-K,2023-06-20,2023-04-30,2023,https://www.sec.gov/Archives/edgar/data/91419/000009141923000072/sjm-20230430.htm,2023/sp500_companies.csv,sample_2023,3,2023/sample_500/html/raw/0000091419/0000091419-23-000072.html,261
249,S2023-249,S2023-249,JPM,JPM,JPMorgan Chase,JPMorgan Chase,cik:0000019617,0000019617,Financials,Diversified Banks,0000019617-24-000225,jpm-20231231.htm,10-K,2024-02-16,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/19617/000001961724000225/jpm-20231231.htm,2023/sp500_companies.csv,sample_2023,3,2023/sample_500/html/raw/0000019617/0000019617-24-000225.html,262
250,S2023-250,S2023-250,JBL,JBL,Jabil,Jabil,cik:0000898293,0000898293,Information Technology,Electronic Manufacturing Services,0001193125-23-259599,d533726d10k.htm,10-K,2023-10-20,2023-08-31,2023,https://www.sec.gov/Archives/edgar/data/898293/000119312523259599/d533726d10k.htm,2023/sp500_companies.csv,sample_2023,3,2023/sample_500/html/raw/0000898293/0001193125-23-259599.html,263
251,S2023-251,S2023-251,JKHY,JKHY,Jack Henry & Associates,Jack Henry & Associates,cik:0000779152,0000779152,Financials,Transaction & Payment Processing Services,0000779152-23-000062,jkhy-20230630.htm,10-K,2023-08-24,2023-06-30,2023,https://www.sec.gov/Archives/edgar/data/779152/000077915223000062/jkhy-20230630.htm,2023/sp500_companies.csv,sample_2023,3,2023/sample_500/html/raw/0000779152/0000779152-23-000062.html,264
252,S2023-252,S2023-252,J,J,Jacobs Solutions,Jacobs Solutions,cik:0000052988,0000052988,Industrials,Construction & Engineering,0000052988-23-000084,jec-20230929.htm,10-K,2023-11-21,2023-09-29,2023,https://www.sec.gov/Archives/edgar/data/52988/000005298823000084/jec-20230929.htm,2023/sp500_companies.csv,sample_2023,3,2023/sample_500/html/raw/0000052988/0000052988-23-000084.html,265
253,S2023-253,S2023-253,JCI,JCI,Johnson Controls,Johnson Controls,cik:0000833444,0000833444,Industrials,Building Products,0000833444-23-000048,jci-20230930.htm,10-K,2023-12-14,2023-09-30,2023,https://www.sec.gov/Archives/edgar/data/833444/000083344423000048/jci-20230930.htm,2023/sp500_companies.csv,sample_2023,3,2023/sample_500/html/raw/0000833444/0000833444-23-000048.html,267
254,S2023-254,S2023-254,KLAC,KLAC,KLA Corporation,KLA Corporation,cik:0000319201,0000319201,Information Technology,Semiconductor Materials & Equipment,0000319201-23-000031,klac-20230630.htm,10-K,2023-08-04,2023-06-30,2023,https://www.sec.gov/Archives/edgar/data/319201/000031920123000031/klac-20230630.htm,2023/sp500_companies.csv,sample_2023,3,2023/sample_500/html/raw/0000319201/0000319201-23-000031.html,269
255,S2023-255,S2023-255,KVUE,KVUE,Kenvue,Kenvue,cik:0001944048,0001944048,Consumer Staples,Personal Care Products,0001944048-24-000057,kvue-20231231.htm,10-K,2024-03-01,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1944048/000194404824000057/kvue-20231231.htm,2023/sp500_companies.csv,sample_2023,3,2023/sample_500/html/raw/0001944048/0001944048-24-000057.html,271
256,S2023-256,S2023-256,KDP,KDP,Keurig Dr Pepper,Keurig Dr Pepper,cik:0001418135,0001418135,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,0001418135-24-000007,kdp-20231231.htm,10-K,2024-02-22,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1418135/000141813524000007/kdp-20231231.htm,2023/sp500_companies.csv,sample_2023,3,2023/sample_500/html/raw/0001418135/0001418135-24-000007.html,272
257,S2023-257,S2023-257,KEY,KEY,KeyCorp,KeyCorp,cik:0000091576,0000091576,Financials,Regional Banks,0000091576-24-000040,key-20231231.htm,10-K,2024-02-22,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/91576/000009157624000040/key-20231231.htm,2023/sp500_companies.csv,sample_2023,3,2023/sample_500/html/raw/0000091576/0000091576-24-000040.html,273
258,S2023-258,S2023-258,KEYS,KEYS,Keysight Technologies,Keysight Technologies,cik:0001601046,0001601046,Information Technology,Electronic Equipment & Instruments,0001601046-23-000134,keys-20231031.htm,10-K,2023-12-15,2023-10-31,2023,https://www.sec.gov/Archives/edgar/data/1601046/000160104623000134/keys-20231031.htm,2023/sp500_companies.csv,sample_2023,3,2023/sample_500/html/raw/0001601046/0001601046-23-000134.html,274
259,S2023-259,S2023-259,KMB,KMB,Kimberly-Clark,Kimberly-Clark,cik:0000055785,0000055785,Consumer Staples,Household Products,0000055785-24-000018,kmb-20231231.htm,10-K,2024-02-08,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/55785/000005578524000018/kmb-20231231.htm,2023/sp500_companies.csv,sample_2023,3,2023/sample_500/html/raw/0000055785/0000055785-24-000018.html,275
260,S2023-260,S2023-260,KIM,KIM,Kimco Realty,Kimco Realty,cik:0000879101,0000879101,Real Estate,Retail REITs,0001437749-24-005407,kim20231231_10k.htm,10-K,2024-02-26,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/879101/000143774924005407/kim20231231_10k.htm,2023/sp500_companies.csv,sample_2023,3,2023/sample_500/html/raw/0000879101/0001437749-24-005407.html,276
261,S2023-261,S2023-261,KMI,KMI,Kinder Morgan,Kinder Morgan,cik:0001506307,0001506307,Energy,Oil & Gas Storage & Transportation,0001506307-24-000011,kmi-20231231.htm,10-K,2024-02-20,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1506307/000150630724000011/kmi-20231231.htm,2023/sp500_companies.csv,sample_2023,3,2023/sample_500/html/raw/0001506307/0001506307-24-000011.html,277
262,S2023-262,S2023-262,KHC,KHC,Kraft Heinz,Kraft Heinz,cik:0001637459,0001637459,Consumer Staples,Packaged Foods & Meats,0001637459-24-000018,khc-20231230.htm,10-K,2024-02-15,2023-12-30,2023,https://www.sec.gov/Archives/edgar/data/1637459/000163745924000018/khc-20231230.htm,2023/sp500_companies.csv,sample_2023,3,2023/sample_500/html/raw/0001637459/0001637459-24-000018.html,278
263,S2023-263,S2023-263,KR,KR,Kroger,Kroger,cik:0000056873,0000056873,Consumer Staples,Food Retail,0001558370-23-004767,kr-20230128x10k.htm,10-K,2023-03-28,2023-01-28,2023,https://www.sec.gov/Archives/edgar/data/56873/000155837023004767/kr-20230128x10k.htm,2023/sp500_companies.csv,sample_2023,3,2023/sample_500/html/raw/0000056873/0001558370-23-004767.html,279
264,S2023-264,S2023-264,LHX,LHX,L3Harris,L3Harris,cik:0000202058,0000202058,Industrials,Aerospace & Defense,0000202058-24-000029,hrs-20231229.htm,10-K,2024-02-20,2023-12-29,2023,https://www.sec.gov/Archives/edgar/data/202058/000020205824000029/hrs-20231229.htm,2023/sp500_companies.csv,sample_2023,3,2023/sample_500/html/raw/0000202058/0000202058-24-000029.html,280
265,S2023-265,S2023-265,LKQ,LKQ,LKQ Corporation,LKQ Corporation,cik:0001065696,0001065696,,,0001065696-24-000009,lkq-20231231.htm,10-K,2024-02-22,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1065696/000106569624000009/lkq-20231231.htm,2023/sp500_companies.csv,sample_2023,3,2023/sample_500/html/raw/0001065696/0001065696-24-000009.html,281
266,S2023-266,S2023-266,LH,LH,Labcorp,Labcorp,cik:0000920148,0000920148,Health Care,Health Care Services,0000920148-24-000014,lh-20231231.htm,10-K,2024-02-26,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/920148/000092014824000014/lh-20231231.htm,2023/sp500_companies.csv,sample_2023,3,2023/sample_500/html/raw/0000920148/0000920148-24-000014.html,282
267,S2023-267,S2023-267,LRCX,LRCX,Lam Research,Lam Research,cik:0000707549,0000707549,Information Technology,Semiconductor Materials & Equipment,0000707549-23-000102,lrcx-20230625.htm,10-K,2023-08-15,2023-06-25,2023,https://www.sec.gov/Archives/edgar/data/707549/000070754923000102/lrcx-20230625.htm,2023/sp500_companies.csv,sample_2023,3,2023/sample_500/html/raw/0000707549/0000707549-23-000102.html,283
268,S2023-268,S2023-268,LW,LW,Lamb Weston,Lamb Weston,cik:0001679273,0001679273,,,0001558370-23-012203,lw-20230528x10k.htm,10-K,2023-07-25,2023-05-28,2023,https://www.sec.gov/Archives/edgar/data/1679273/000155837023012203/lw-20230528x10k.htm,2023/sp500_companies.csv,sample_2023,3,2023/sample_500/html/raw/0001679273/0001558370-23-012203.html,284
269,S2023-269,S2023-269,LVS,LVS,Las Vegas Sands,Las Vegas Sands,cik:0001300514,0001300514,Consumer Discretionary,Casinos & Gaming,0001300514-24-000048,lvs-20231231.htm,10-K,2024-02-07,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1300514/000130051424000048/lvs-20231231.htm,2023/sp500_companies.csv,sample_2023,3,2023/sample_500/html/raw/0001300514/0001300514-24-000048.html,285
270,S2023-270,S2023-270,LDOS,LDOS,Leidos,Leidos,cik:0001336920,0001336920,Industrials,Diversified Support Services,0001336920-24-000008,ldos-20231229.htm,10-K,2024-02-13,2023-12-29,2023,https://www.sec.gov/Archives/edgar/data/1336920/000133692024000008/ldos-20231229.htm,2023/sp500_companies.csv,sample_2023,3,2023/sample_500/html/raw/0001336920/0001336920-24-000008.html,286
271,S2023-271,S2023-271,LEN,LEN,Lennar,Lennar,cik:0000920760,0000920760,Consumer Discretionary,Homebuilding,0001628280-24-002371,len-20231130.htm,10-K,2024-01-26,2023-11-30,2023,https://www.sec.gov/Archives/edgar/data/920760/000162828024002371/len-20231130.htm,2023/sp500_companies.csv,sample_2023,3,2023/sample_500/html/raw/0000920760/0001628280-24-002371.html,287
272,S2023-272,S2023-272,LLY,LLY,Lilly (Eli),Lilly (Eli),cik:0000059478,0000059478,Health Care,Pharmaceuticals,0000059478-24-000065,lly-20231231.htm,10-K,2024-02-21,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/59478/000005947824000065/lly-20231231.htm,2023/sp500_companies.csv,sample_2023,3,2023/sample_500/html/raw/0000059478/0000059478-24-000065.html,288
273,S2023-273,S2023-273,LIN,LIN,Linde plc,Linde plc,cik:0001707925,0001707925,Materials,Industrial Gases,0001628280-24-007424,lin-20231231.htm,10-K,2024-02-28,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1707925/000162828024007424/lin-20231231.htm,2023/sp500_companies.csv,sample_2023,3,2023/sample_500/html/raw/0001707925/0001628280-24-007424.html,289
274,S2023-274,S2023-274,LYV,LYV,Live Nation Entertainment,Live Nation Entertainment,cik:0001335258,0001335258,Communication Services,Movies & Entertainment,0001335258-24-000017,lyv-20231231.htm,10-K,2024-02-22,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1335258/000133525824000017/lyv-20231231.htm,2023/sp500_companies.csv,sample_2023,3,2023/sample_500/html/raw/0001335258/0001335258-24-000017.html,290
275,S2023-275,S2023-275,LMT,LMT,Lockheed Martin,Lockheed Martin,cik:0000936468,0000936468,Industrials,Aerospace & Defense,0000936468-24-000010,lmt-20231231.htm,10-K,2024-01-23,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/936468/000093646824000010/lmt-20231231.htm,2023/sp500_companies.csv,sample_2023,3,2023/sample_500/html/raw/0000936468/0000936468-24-000010.html,291
276,S2023-276,S2023-276,L,L,Loews Corporation,Loews Corporation,cik:0000060086,0000060086,Financials,Multi-line Insurance,0000060086-24-000029,l-20231231.htm,10-K,2024-02-06,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/60086/000006008624000029/l-20231231.htm,2023/sp500_companies.csv,sample_2023,3,2023/sample_500/html/raw/0000060086/0000060086-24-000029.html,292
277,S2023-277,S2023-277,LOW,LOW,Lowe's,Lowe's,cik:0000060667,0000060667,Consumer Discretionary,Home Improvement Retail,0000060667-23-000034,low-20230203.htm,10-K,2023-03-27,2023-02-03,2023,https://www.sec.gov/Archives/edgar/data/60667/000006066723000034/low-20230203.htm,2023/sp500_companies.csv,sample_2023,3,2023/sample_500/html/raw/0000060667/0000060667-23-000034.html,293
278,S2023-278,S2023-278,LULU,LULU,Lululemon Athletica,Lululemon Athletica,cik:0001397187,0001397187,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",0001397187-23-000012,lulu-20230129.htm,10-K,2023-03-28,2023-01-29,2023,https://www.sec.gov/Archives/edgar/data/1397187/000139718723000012/lulu-20230129.htm,2023/sp500_companies.csv,sample_2023,3,2023/sample_500/html/raw/0001397187/0001397187-23-000012.html,294
279,S2023-279,S2023-279,LYB,LYB,LyondellBasell,LyondellBasell,cik:0001489393,0001489393,Materials,Specialty Chemicals,0001489393-24-000012,lyb-20231231.htm,10-K,2024-02-22,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1489393/000148939324000012/lyb-20231231.htm,2023/sp500_companies.csv,sample_2023,3,2023/sample_500/html/raw/0001489393/0001489393-24-000012.html,295
280,S2023-280,S2023-280,MTB,MTB,M&T Bank,M&T Bank,cik:0000036270,0000036270,Financials,Regional Banks,0000950170-24-017990,mtb-20231231.htm,10-K,2024-02-21,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/36270/000095017024017990/mtb-20231231.htm,2023/sp500_companies.csv,sample_2023,3,2023/sample_500/html/raw/0000036270/0000950170-24-017990.html,296
281,S2023-281,S2023-281,MGM,MGM,MGM Resorts,MGM Resorts,cik:0000789570,0000789570,Consumer Discretionary,Casinos & Gaming,0000789570-24-000005,mgm-20231231.htm,10-K,2024-02-23,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/789570/000078957024000005/mgm-20231231.htm,2023/sp500_companies.csv,sample_2023,3,2023/sample_500/html/raw/0000789570/0000789570-24-000005.html,297
282,S2023-282,S2023-282,MSCI,MSCI,MSCI Inc.,MSCI Inc.,cik:0001408198,0001408198,Financials,Financial Exchanges & Data,0001408198-24-000030,msci-20231231.htm,10-K,2024-02-09,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1408198/000140819824000030/msci-20231231.htm,2023/sp500_companies.csv,sample_2023,3,2023/sample_500/html/raw/0001408198/0001408198-24-000030.html,298
283,S2023-283,S2023-283,MPC,MPC,Marathon Petroleum,Marathon Petroleum,cik:0001510295,0001510295,Energy,Oil & Gas Refining & Marketing,0001510295-24-000015,mpc-20231231.htm,10-K,2024-02-28,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1510295/000151029524000015/mpc-20231231.htm,2023/sp500_companies.csv,sample_2023,3,2023/sample_500/html/raw/0001510295/0001510295-24-000015.html,300
284,S2023-284,S2023-284,MKTX,MKTX,MarketAxess,MarketAxess,cik:0001278021,0001278021,,,0000950170-24-018935,mktx-20231231.htm,10-K,2024-02-22,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1278021/000095017024018935/mktx-20231231.htm,2023/sp500_companies.csv,sample_2023,3,2023/sample_500/html/raw/0001278021/0000950170-24-018935.html,301
285,S2023-285,S2023-285,MAR,MAR,Marriott International,Marriott International,cik:0001048286,0001048286,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",0001628280-24-004372,mar-20231231.htm,10-K,2024-02-13,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1048286/000162828024004372/mar-20231231.htm,2023/sp500_companies.csv,sample_2023,3,2023/sample_500/html/raw/0001048286/0001628280-24-004372.html,302
286,S2023-286,S2023-286,MMC,MMC,Marsh & McLennan,Marsh & McLennan,cik:0000062709,0000062709,,,0000062709-24-000016,mmc-20231231.htm,10-K,2024-02-12,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/62709/000006270924000016/mmc-20231231.htm,2023/sp500_companies.csv,sample_2023,3,2023/sample_500/html/raw/0000062709/0000062709-24-000016.html,303
287,S2023-287,S2023-287,MLM,MLM,Martin Marietta Materials,Martin Marietta Materials,cik:0000916076,0000916076,Materials,Construction Materials,0000950170-24-019275,mlm-20231231.htm,10-K,2024-02-23,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/916076/000095017024019275/mlm-20231231.htm,2023/sp500_companies.csv,sample_2023,3,2023/sample_500/html/raw/0000916076/0000950170-24-019275.html,304
288,S2023-288,S2023-288,MAS,MAS,Masco,Masco,cik:0000062996,0000062996,Industrials,Building Products,0000062996-24-000006,mas-20231231.htm,10-K,2024-02-08,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/62996/000006299624000006/mas-20231231.htm,2023/sp500_companies.csv,sample_2023,3,2023/sample_500/html/raw/0000062996/0000062996-24-000006.html,305
289,S2023-289,S2023-289,MA,MA,Mastercard,Mastercard,cik:0001141391,0001141391,Financials,Transaction & Payment Processing Services,0001141391-24-000022,ma-20231231.htm,10-K,2024-02-13,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1141391/000114139124000022/ma-20231231.htm,2023/sp500_companies.csv,sample_2023,3,2023/sample_500/html/raw/0001141391/0001141391-24-000022.html,306
290,S2023-290,S2023-290,MTCH,MTCH,Match Group,Match Group,cik:0000891103,0000891103,,,0000891103-24-000014,mtch-20231231.htm,10-K,2024-02-23,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/891103/000089110324000014/mtch-20231231.htm,2023/sp500_companies.csv,sample_2023,3,2023/sample_500/html/raw/0000891103/0000891103-24-000014.html,307
291,S2023-291,S2023-291,MKC,MKC,McCormick & Company,McCormick & Company,cik:0000063754,0000063754,Consumer Staples,Packaged Foods & Meats,0000063754-24-000027,mkc-20231130.htm,10-K,2024-01-25,2023-11-30,2023,https://www.sec.gov/Archives/edgar/data/63754/000006375424000027/mkc-20231130.htm,2023/sp500_companies.csv,sample_2023,3,2023/sample_500/html/raw/0000063754/0000063754-24-000027.html,308
292,S2023-292,S2023-292,MCD,MCD,McDonald's,McDonald's,cik:0000063908,0000063908,Consumer Discretionary,Restaurants,0000063908-24-000072,mcd-20231231.htm,10-K,2024-02-22,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/63908/000006390824000072/mcd-20231231.htm,2023/sp500_companies.csv,sample_2023,3,2023/sample_500/html/raw/0000063908/0000063908-24-000072.html,309
293,S2023-293,S2023-293,MCK,MCK,McKesson Corporation,McKesson Corporation,cik:0000927653,0000927653,Health Care,Health Care Distributors,0000927653-23-000038,mck-20230331.htm,10-K,2023-05-09,2023-03-31,2023,https://www.sec.gov/Archives/edgar/data/927653/000092765323000038/mck-20230331.htm,2023/sp500_companies.csv,sample_2023,3,2023/sample_500/html/raw/0000927653/0000927653-23-000038.html,310
294,S2023-294,S2023-294,MDT,MDT,Medtronic,Medtronic,cik:0001613103,0001613103,Health Care,Health Care Equipment,0001613103-23-000040,mdt-20230428.htm,10-K,2023-06-22,2023-04-28,2023,https://www.sec.gov/Archives/edgar/data/1613103/000161310323000040/mdt-20230428.htm,2023/sp500_companies.csv,sample_2023,3,2023/sample_500/html/raw/0001613103/0001613103-23-000040.html,311
295,S2023-295,S2023-295,MRK,MRK,Merck & Co.,Merck & Co.,cik:0000310158,0000310158,Health Care,Pharmaceuticals,0001628280-24-006850,mrk-20231231.htm,10-K,2024-02-26,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/310158/000162828024006850/mrk-20231231.htm,2023/sp500_companies.csv,sample_2023,3,2023/sample_500/html/raw/0000310158/0001628280-24-006850.html,312
296,S2023-296,S2023-296,MET,MET,MetLife,MetLife,cik:0001099219,0001099219,Financials,Life & Health Insurance,0001099219-24-000035,met-20231231.htm,10-K,2024-02-16,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1099219/000109921924000035/met-20231231.htm,2023/sp500_companies.csv,sample_2023,3,2023/sample_500/html/raw/0001099219/0001099219-24-000035.html,313
297,S2023-297,S2023-297,META,META,Meta Platforms,Meta Platforms,cik:0001326801,0001326801,Communication Services,Interactive Media & Services,0001326801-24-000012,meta-20231231.htm,10-K,2024-02-02,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1326801/000132680124000012/meta-20231231.htm,2023/sp500_companies.csv,sample_2023,3,2023/sample_500/html/raw/0001326801/0001326801-24-000012.html,314
298,S2023-298,S2023-298,MTD,MTD,Mettler Toledo,Mettler Toledo,cik:0001037646,0001037646,Health Care,Life Sciences Tools & Services,0001037646-24-000007,mtd-20231231.htm,10-K,2024-02-09,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1037646/000103764624000007/mtd-20231231.htm,2023/sp500_companies.csv,sample_2023,3,2023/sample_500/html/raw/0001037646/0001037646-24-000007.html,315
299,S2023-299,S2023-299,MCHP,MCHP,Microchip Technology,Microchip Technology,cik:0000827054,0000827054,Information Technology,Semiconductors,0000827054-23-000080,mchp-20230331.htm,10-K,2023-05-25,2023-03-31,2023,https://www.sec.gov/Archives/edgar/data/827054/000082705423000080/mchp-20230331.htm,2023/sp500_companies.csv,sample_2023,3,2023/sample_500/html/raw/0000827054/0000827054-23-000080.html,316
300,S2023-300,S2023-300,MU,MU,Micron Technology,Micron Technology,cik:0000723125,0000723125,Information Technology,Semiconductors,0000723125-23-000054,mu-20230831.htm,10-K,2023-10-06,2023-08-31,2023,https://www.sec.gov/Archives/edgar/data/723125/000072312523000054/mu-20230831.htm,2023/sp500_companies.csv,sample_2023,3,2023/sample_500/html/raw/0000723125/0000723125-23-000054.html,317
301,S2023-301,S2023-301,MSFT,MSFT,Microsoft,Microsoft,cik:0000789019,0000789019,Information Technology,Systems Software,0000950170-23-035122,msft-20230630.htm,10-K,2023-07-27,2023-06-30,2023,https://www.sec.gov/Archives/edgar/data/789019/000095017023035122/msft-20230630.htm,2023/sp500_companies.csv,sample_2023,4,2023/sample_500/html/raw/0000789019/0000950170-23-035122.html,318
302,S2023-302,S2023-302,MAA,MAA,Mid-America Apartment Communities,Mid-America Apartment Communities,cik:0000912595,0000912595,Real Estate,Multi-Family Residential REITs,0000950170-24-013275,maa-20231231.htm,10-K,2024-02-09,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/912595/000095017024013275/maa-20231231.htm,2023/sp500_companies.csv,sample_2023,4,2023/sample_500/html/raw/0000912595/0000950170-24-013275.html,319
303,S2023-303,S2023-303,MRNA,MRNA,Moderna,Moderna,cik:0001682852,0001682852,Health Care,Biotechnology,0001682852-24-000015,mrna-20231231.htm,10-K,2024-02-23,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1682852/000168285224000015/mrna-20231231.htm,2023/sp500_companies.csv,sample_2023,4,2023/sample_500/html/raw/0001682852/0001682852-24-000015.html,320
304,S2023-304,S2023-304,MHK,MHK,Mohawk Industries,Mohawk Industries,cik:0000851968,0000851968,,,0000851968-24-000027,mhk-20231231.htm,10-K,2024-02-23,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/851968/000085196824000027/mhk-20231231.htm,2023/sp500_companies.csv,sample_2023,4,2023/sample_500/html/raw/0000851968/0000851968-24-000027.html,321
305,S2023-305,S2023-305,MOH,MOH,Molina Healthcare,Molina Healthcare,cik:0001179929,0001179929,,,0001179929-24-000033,moh-20231231.htm,10-K,2024-02-13,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1179929/000117992924000033/moh-20231231.htm,2023/sp500_companies.csv,sample_2023,4,2023/sample_500/html/raw/0001179929/0001179929-24-000033.html,322
306,S2023-306,S2023-306,TAP,TAP,Molson Coors Beverage Company,Molson Coors Beverage Company,cik:0000024545,0000024545,Consumer Staples,Brewers,0000024545-24-000005,tap-20231231.htm,10-K,2024-02-20,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/24545/000002454524000005/tap-20231231.htm,2023/sp500_companies.csv,sample_2023,4,2023/sample_500/html/raw/0000024545/0000024545-24-000005.html,323
307,S2023-307,S2023-307,MDLZ,MDLZ,Mondelez International,Mondelez International,cik:0001103982,0001103982,Consumer Staples,Packaged Foods & Meats,0001103982-24-000019,mdlz-20231231.htm,10-K,2024-02-02,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1103982/000110398224000019/mdlz-20231231.htm,2023/sp500_companies.csv,sample_2023,4,2023/sample_500/html/raw/0001103982/0001103982-24-000019.html,324
308,S2023-308,S2023-308,MPWR,MPWR,Monolithic Power Systems,Monolithic Power Systems,cik:0001280452,0001280452,Information Technology,Semiconductors,0001437749-24-006133,mpwr20231231_10k.htm,10-K,2024-02-29,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/1280452/000143774924006133/mpwr20231231_10k.htm,2023/sp500_companies.csv,sample_2023,4,2023/sample_500/html/raw/0001280452/0001437749-24-006133.html,325
309,S2023-309,S2023-309,MNST,MNST,Monster Beverage,Monster Beverage,cik:0000865752,0000865752,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,0001104659-24-029425,mnst-20231231x10k.htm,10-K,2024-02-29,2023-12-31,2023,https://www.sec.gov/Archives/edgar/data/865752/000110465924029425/mnst-20231231x10k.htm,2023/sp500_companies.csv,sample_2023,4,2023/sample_500/html/raw/0000865752/0001104659-24-029425.html,326
