company_id,final_sample_id,cik,ticker,accession_number,section_code,section_name,section_order,heading_text,extraction_status,first_paragraph_order,last_paragraph_order,paragraph_count,sentence_count,word_count,character_count,analysis_text_file,warning_message
P2025-054,P2025-054,0000702165,NSC,0001628280-26-006268,item_7a,Market Risk,9,Item 7A. Quantitative and Qualitative Disclosures About Market Risk,detected,427,429,3,4,37,251,2025/pilot_100/text/section_text/0000702165/0001628280-26-006268/item_7a_market_risk.txt,section_too_short
P2025-054,P2025-054,0000702165,NSC,0001628280-26-006268,item_8,Financial Statements and Supplementary Data,10,Item 8. Financial Statements and Supplementary Data,detected,430,925,496,1033,25894,162502,2025/pilot_100/text/section_text/0000702165/0001628280-26-006268/item_8_financial_statements.txt,
P2025-055,P2025-055,0000052988,J,0001628280-25-053316,item_1,Business,1,Item 1. BUSINESS,detected,51,172,122,246,5607,38958,2025/pilot_100/text/section_text/0000052988/0001628280-25-053316/item_1_business.txt,low_heading_score
P2025-055,P2025-055,0000052988,J,0001628280-25-053316,item_1a,Risk Factors,2,Item 1A. RISK FACTORS,detected,173,519,347,774,22494,150710,2025/pilot_100/text/section_text/0000052988/0001628280-25-053316/item_1a_risk_factors.txt,
P2025-055,P2025-055,0000052988,J,0001628280-25-053316,item_1b,Unresolved Staff Comments,3,Item 1B. UNRESOLVED STAFF COMMENTS,detected,520,521,2,3,6,39,2025/pilot_100/text/section_text/0000052988/0001628280-25-053316/item_1b_unresolved_staff_comments.txt,section_too_short
P2025-055,P2025-055,0000052988,J,0001628280-25-053316,item_1c,Cybersecurity,4,Item 1C. CYBERSECURITY,detected,522,529,8,43,1077,8054,2025/pilot_100/text/section_text/0000052988/0001628280-25-053316/item_1c_cybersecurity.txt,
P2025-055,P2025-055,0000052988,J,0001628280-25-053316,item_2,Properties,5,Item 2. PROPERTIES,detected,530,532,3,8,107,714,2025/pilot_100/text/section_text/0000052988/0001628280-25-053316/item_2_properties.txt,
P2025-055,P2025-055,0000052988,J,0001628280-25-053316,item_3,Legal Proceedings,6,Item 3. LEGAL PROCEEDINGS,detected,533,537,5,7,53,339,2025/pilot_100/text/section_text/0000052988/0001628280-25-053316/item_3_legal_proceedings.txt,
P2025-055,P2025-055,0000052988,J,0001628280-25-053316,item_5,Market for Registrant's Common Equity,7,"Item 5. MARKET FOR REGISTRANT'S COMMON EQUITY, RELATED STOCKHOLDER MATTERS AND ISSUER PURCHASES OF EQUITY SECURITIES",detected,538,556,19,29,618,4054,2025/pilot_100/text/section_text/0000052988/0001628280-25-053316/item_5_stock_market_information.txt,
P2025-055,P2025-055,0000052988,J,0001628280-25-053316,item_7,Management's Discussion and Analysis,8,Item 7. MANAGEMENT'S DISCUSSION AND ANALYSIS OF FINANCIAL CONDITION AND RESULTS OF OPERATIONS,detected,557,674,118,295,9497,63158,2025/pilot_100/text/section_text/0000052988/0001628280-25-053316/item_7_management_discussion_and_analysis.txt,
P2025-055,P2025-055,0000052988,J,0001628280-25-053316,item_7a,Market Risk,9,Item 7A. QUANTITATIVE AND QUALITATIVE DISCLOSURES ABOUT MARKET RISK,detected,675,683,9,22,569,3694,2025/pilot_100/text/section_text/0000052988/0001628280-25-053316/item_7a_market_risk.txt,
P2025-055,P2025-055,0000052988,J,0001628280-25-053316,item_8,Financial Statements and Supplementary Data,10,Item 8. FINANCIAL STATEMENTS AND SUPPLEMENTARY DATA,detected,684,1360,677,1350,33790,216270,2025/pilot_100/text/section_text/0000052988/0001628280-25-053316/item_8_financial_statements.txt,
P2025-056,P2025-056,0000105634,EME,0000105634-26-000025,item_1,Business,1,,not_present,,,0,0,0,0,2025/pilot_100/text/section_text/0000105634/0000105634-26-000025/item_1_business.txt,
P2025-056,P2025-056,0000105634,EME,0000105634-26-000025,item_1a,Risk Factors,2,ITEM 1A. RISK FACTORS,detected,152,236,85,352,10706,71125,2025/pilot_100/text/section_text/0000105634/0000105634-26-000025/item_1a_risk_factors.txt,
P2025-056,P2025-056,0000105634,EME,0000105634-26-000025,item_1b,Unresolved Staff Comments,3,ITEM 1B. UNRESOLVED STAFF COMMENTS,detected,237,238,2,3,6,39,2025/pilot_100/text/section_text/0000105634/0000105634-26-000025/item_1b_unresolved_staff_comments.txt,section_too_short
P2025-056,P2025-056,0000105634,EME,0000105634-26-000025,item_1c,Cybersecurity,4,ITEM 1C. CYBERSECURITY,detected,239,253,15,35,853,6034,2025/pilot_100/text/section_text/0000105634/0000105634-26-000025/item_1c_cybersecurity.txt,
P2025-056,P2025-056,0000105634,EME,0000105634-26-000025,item_2,Properties,5,ITEM 2. PROPERTIES,detected,254,256,3,9,140,902,2025/pilot_100/text/section_text/0000105634/0000105634-26-000025/item_2_properties.txt,
P2025-056,P2025-056,0000105634,EME,0000105634-26-000025,item_3,Legal Proceedings,6,ITEM 3. LEGAL PROCEEDINGS,detected,257,265,9,24,371,2337,2025/pilot_100/text/section_text/0000105634/0000105634-26-000025/item_3_legal_proceedings.txt,
P2025-056,P2025-056,0000105634,EME,0000105634-26-000025,item_5,Market for Registrant's Common Equity,7,"ITEM 5. MARKET FOR REGISTRANT’S COMMON EQUITY, RELATED STOCKHOLDER MATTERS AND ISSUER PURCHASES OF EQUITY SECURITIES",detected,266,277,12,31,517,3324,2025/pilot_100/text/section_text/0000105634/0000105634-26-000025/item_5_stock_market_information.txt,
P2025-056,P2025-056,0000105634,EME,0000105634-26-000025,item_7,Management's Discussion and Analysis,8,ITEM 7. MANAGEMENT’S DISCUSSION AND ANALYSIS OF FINANCIAL CONDITION AND RESULTS OF OPERATIONS,detected,278,409,132,327,9582,64282,2025/pilot_100/text/section_text/0000105634/0000105634-26-000025/item_7_management_discussion_and_analysis.txt,
P2025-056,P2025-056,0000105634,EME,0000105634-26-000025,item_7a,Market Risk,9,ITEM 7A. QUANTITATIVE AND QUALITATIVE DISCLOSURES ABOUT MARKET RISK,detected,410,414,5,18,412,2678,2025/pilot_100/text/section_text/0000105634/0000105634-26-000025/item_7a_market_risk.txt,
P2025-056,P2025-056,0000105634,EME,0000105634-26-000025,item_8,Financial Statements and Supplementary Data,10,ITEM 8. FINANCIAL STATEMENTS AND SUPPLEMENTARY DATA,detected,415,975,561,1003,28390,184524,2025/pilot_100/text/section_text/0000105634/0000105634-26-000025/item_8_financial_statements.txt,
P2025-057,P2025-057,0000076334,PH,0000076334-25-000035,item_1,Business,1,ITEM 1 . Business,detected,38,127,90,216,4398,28971,2025/pilot_100/text/section_text/0000076334/0000076334-25-000035/item_1_business.txt,
P2025-057,P2025-057,0000076334,PH,0000076334-25-000035,item_1a,Risk Factors,2,ITEM 1A . Risk Factors,detected,128,219,92,188,4862,32595,2025/pilot_100/text/section_text/0000076334/0000076334-25-000035/item_1a_risk_factors.txt,
P2025-057,P2025-057,0000076334,PH,0000076334-25-000035,item_1b,Unresolved Staff Comments,3,ITEM 1B. Unresolved Staff Comments,detected,220,221,2,3,6,39,2025/pilot_100/text/section_text/0000076334/0000076334-25-000035/item_1b_unresolved_staff_comments.txt,section_too_short
P2025-057,P2025-057,0000076334,PH,0000076334-25-000035,item_1c,Cybersecurity,4,ITEM 1C. Cybersecurity,detected,222,233,12,35,907,6534,2025/pilot_100/text/section_text/0000076334/0000076334-25-000035/item_1c_cybersecurity.txt,
P2025-057,P2025-057,0000076334,PH,0000076334-25-000035,item_2,Properties,5,ITEM 2 . Properties,detected,234,236,3,12,163,1109,2025/pilot_100/text/section_text/0000076334/0000076334-25-000035/item_2_properties.txt,
P2025-057,P2025-057,0000076334,PH,0000076334-25-000035,item_3,Legal Proceedings,6,ITEM 3 . Legal Proceedings,detected,237,241,5,9,82,495,2025/pilot_100/text/section_text/0000076334/0000076334-25-000035/item_3_legal_proceedings.txt,
P2025-057,P2025-057,0000076334,PH,0000076334-25-000035,item_5,Market for Registrant's Common Equity,7,"ITEM 5 . Market for Registrant’s Common Equity, Related Stockholder Matters and Issuer Purchases of Equity Securities",detected,242,247,6,12,267,1591,2025/pilot_100/text/section_text/0000076334/0000076334-25-000035/item_5_stock_market_information.txt,
P2025-057,P2025-057,0000076334,PH,0000076334-25-000035,item_7,Management's Discussion and Analysis,8,ITEM 7 . Management’s Discussion and Analysis of Financial Condition and Results of Operations.,detected,248,401,154,289,6492,43011,2025/pilot_100/text/section_text/0000076334/0000076334-25-000035/item_7_management_discussion_and_analysis.txt,
P2025-057,P2025-057,0000076334,PH,0000076334-25-000035,item_7a,Market Risk,9,ITEM 7A . Quantitative and Qualitative Disclosures About Market Risk .,detected,402,406,5,21,473,3242,2025/pilot_100/text/section_text/0000076334/0000076334-25-000035/item_7a_market_risk.txt,
P2025-057,P2025-057,0000076334,PH,0000076334-25-000035,item_8,Financial Statements and Supplementary Data,10,ITEM 8 . Financial Statements and Supplementary Data .,detected,407,773,367,768,22349,140987,2025/pilot_100/text/section_text/0000076334/0000076334-25-000035/item_8_financial_statements.txt,
P2025-058,P2025-058,0000900075,CPRT,0001628280-25-042946,item_1,Business,1,Item 1. Business,detected,40,233,194,415,8730,57534,2025/pilot_100/text/section_text/0000900075/0001628280-25-042946/item_1_business.txt,
P2025-058,P2025-058,0000900075,CPRT,0001628280-25-042946,item_1a,Risk Factors,2,Item 1A. Risk Factors,detected,234,400,167,380,10388,68898,2025/pilot_100/text/section_text/0000900075/0001628280-25-042946/item_1a_risk_factors.txt,
P2025-058,P2025-058,0000900075,CPRT,0001628280-25-042946,item_1b,Unresolved Staff Comments,3,Item 1B. Unresolved Staff Comments,detected,401,402,2,3,6,39,2025/pilot_100/text/section_text/0000900075/0001628280-25-042946/item_1b_unresolved_staff_comments.txt,section_too_short
P2025-058,P2025-058,0000900075,CPRT,0001628280-25-042946,item_1c,Cybersecurity,4,Item 1C. Cybersecurity,detected,403,411,9,27,689,4960,2025/pilot_100/text/section_text/0000900075/0001628280-25-042946/item_1c_cybersecurity.txt,
P2025-058,P2025-058,0000900075,CPRT,0001628280-25-042946,item_2,Properties,5,Item 2. Properties,detected,412,413,2,15,170,1104,2025/pilot_100/text/section_text/0000900075/0001628280-25-042946/item_2_properties.txt,
P2025-058,P2025-058,0000900075,CPRT,0001628280-25-042946,item_3,Legal Proceedings,6,Item 3. Legal Proceedings,detected,414,418,5,7,42,265,2025/pilot_100/text/section_text/0000900075/0001628280-25-042946/item_3_legal_proceedings.txt,section_too_short
P2025-058,P2025-058,0000900075,CPRT,0001628280-25-042946,item_5,Market for Registrant's Common Equity,7,"Item 5. Market for Registrant’s Common Equity, Related Stockholder Matters and Issuer Purchases of Equity Securities",detected,419,438,20,39,752,4573,2025/pilot_100/text/section_text/0000900075/0001628280-25-042946/item_5_stock_market_information.txt,
P2025-058,P2025-058,0000900075,CPRT,0001628280-25-042946,item_7,Management's Discussion and Analysis,8,Item 7. Management’s Discussion and Analysis of Financial Condition and Results of Operations,detected,439,522,84,219,6179,39325,2025/pilot_100/text/section_text/0000900075/0001628280-25-042946/item_7_management_discussion_and_analysis.txt,
P2025-058,P2025-058,0000900075,CPRT,0001628280-25-042946,item_7a,Market Risk,9,Item 7A. Quantitative and Qualitative Disclosures About Market Risk,detected,523,531,9,26,743,4782,2025/pilot_100/text/section_text/0000900075/0001628280-25-042946/item_7a_market_risk.txt,
P2025-058,P2025-058,0000900075,CPRT,0001628280-25-042946,item_8,Financial Statements and Supplementary Data,10,Item 8. Financial Statements and Supplementary Data,detected,532,857,326,637,17296,111556,2025/pilot_100/text/section_text/0000900075/0001628280-25-042946/item_8_financial_statements.txt,
P2025-060,P2025-060,0001090727,UPS,0001628280-26-008432,item_1,Business,1,,not_present,,,0,0,0,0,2025/pilot_100/text/section_text/0001090727/0001628280-26-008432/item_1_business.txt,
P2025-060,P2025-060,0001090727,UPS,0001628280-26-008432,item_1a,Risk Factors,2,Item 1A. Risk Factors,detected,149,226,78,240,6127,41783,2025/pilot_100/text/section_text/0001090727/0001628280-26-008432/item_1a_risk_factors.txt,
P2025-060,P2025-060,0001090727,UPS,0001628280-26-008432,item_1b,Unresolved Staff Comments,3,Item 1B. Unresolved Staff Comments,detected,227,230,4,6,28,205,2025/pilot_100/text/section_text/0001090727/0001628280-26-008432/item_1b_unresolved_staff_comments.txt,section_too_short
P2025-060,P2025-060,0001090727,UPS,0001628280-26-008432,item_1c,Cybersecurity,4,Item 1C. Cybersecurity,detected,231,238,8,27,702,5207,2025/pilot_100/text/section_text/0001090727/0001628280-26-008432/item_1c_cybersecurity.txt,
P2025-060,P2025-060,0001090727,UPS,0001628280-26-008432,item_2,Properties,5,Item 2. Properties,detected,239,252,14,24,405,2521,2025/pilot_100/text/section_text/0001090727/0001628280-26-008432/item_2_properties.txt,
P2025-060,P2025-060,0001090727,UPS,0001628280-26-008432,item_3,Legal Proceedings,6,Item 3. Legal Proceedings,detected,253,257,5,7,39,251,2025/pilot_100/text/section_text/0001090727/0001628280-26-008432/item_3_legal_proceedings.txt,section_too_short
P2025-060,P2025-060,0001090727,UPS,0001628280-26-008432,item_5,Market for Registrant's Common Equity,7,"Item 5. Market for Registrant’s Common Equity, Related Stockholder Matters and Issuer Purchases of Equity Securities",detected,258,270,13,20,473,2912,2025/pilot_100/text/section_text/0001090727/0001628280-26-008432/item_5_stock_market_information.txt,
P2025-060,P2025-060,0001090727,UPS,0001628280-26-008432,item_7,Management's Discussion and Analysis,8,Item 7. Management’s Discussion and Analysis of Financial Condition and Results of Operations,detected,271,669,399,741,15486,102598,2025/pilot_100/text/section_text/0001090727/0001628280-26-008432/item_7_management_discussion_and_analysis.txt,
P2025-060,P2025-060,0001090727,UPS,0001628280-26-008432,item_7a,Market Risk,9,Item 7A. Quantitative and Qualitative Disclosures About Market Risk,detected,670,690,21,48,965,6323,2025/pilot_100/text/section_text/0001090727/0001628280-26-008432/item_7a_market_risk.txt,
P2025-060,P2025-060,0001090727,UPS,0001628280-26-008432,item_8,Financial Statements and Supplementary Data,10,Item 8. Financial Statements and Supplementary Data,detected,691,1498,808,1597,36680,227355,2025/pilot_100/text/section_text/0001090727/0001628280-26-008432/item_8_financial_statements.txt,
P2025-061,P2025-061,0001048911,FDX,0001048911-25-000011,item_1,Business,1,ITEM 1. BUSINESS,detected,48,299,252,736,15825,108148,2025/pilot_100/text/section_text/0001048911/0001048911-25-000011/item_1_business.txt,
P2025-061,P2025-061,0001048911,FDX,0001048911-25-000011,item_1a,Risk Factors,2,ITEM 1A. RISK FACTORS,detected,300,433,134,434,12927,88682,2025/pilot_100/text/section_text/0001048911/0001048911-25-000011/item_1a_risk_factors.txt,
P2025-061,P2025-061,0001048911,FDX,0001048911-25-000011,item_1b,Unresolved Staff Comments,3,ITEM 1B. UNRESOLVED STAFF COMMENTS,detected,434,435,2,3,6,39,2025/pilot_100/text/section_text/0001048911/0001048911-25-000011/item_1b_unresolved_staff_comments.txt,section_too_short
P2025-061,P2025-061,0001048911,FDX,0001048911-25-000011,item_1c,Cybersecurity,4,ITEM 1C. CYBERSECURITY,detected,436,454,19,45,1093,7979,2025/pilot_100/text/section_text/0001048911/0001048911-25-000011/item_1c_cybersecurity.txt,
P2025-061,P2025-061,0001048911,FDX,0001048911-25-000011,item_2,Properties,5,ITEM 2. PROPERTIES,detected,455,499,45,82,1650,11186,2025/pilot_100/text/section_text/0001048911/0001048911-25-000011/item_2_properties.txt,
P2025-061,P2025-061,0001048911,FDX,0001048911-25-000011,item_3,Legal Proceedings,6,ITEM 3. LEGAL PROCEEDINGS,detected,500,511,12,34,1308,8382,2025/pilot_100/text/section_text/0001048911/0001048911-25-000011/item_3_legal_proceedings.txt,
P2025-061,P2025-061,0001048911,FDX,0001048911-25-000011,item_5,Market for Registrant's Common Equity,7,"ITEM 5. MARKET FOR REGISTRANT’S COMMON EQUITY, RELATED STOCKHOLDER MATTERS, AND ISSUER PURCHASES OF EQUITY SECURITIES",detected,512,530,19,33,747,4688,2025/pilot_100/text/section_text/0001048911/0001048911-25-000011/item_5_stock_market_information.txt,
P2025-061,P2025-061,0001048911,FDX,0001048911-25-000011,item_7,Management's Discussion and Analysis,8,ITEM 7. MANAGEMENT’S DISCUSSION AND ANALYSIS OF RESULTS OF OPERATIONS AND FINANCIAL CONDITION,detected,531,810,280,586,13829,90811,2025/pilot_100/text/section_text/0001048911/0001048911-25-000011/item_7_management_discussion_and_analysis.txt,
P2025-061,P2025-061,0001048911,FDX,0001048911-25-000011,item_7a,Market Risk,9,ITEM 7A. QUANTITATIVE AND QUALITATIVE DISCLOSURES ABOUT MARKET RISK,detected,811,819,9,36,776,5045,2025/pilot_100/text/section_text/0001048911/0001048911-25-000011/item_7a_market_risk.txt,
P2025-061,P2025-061,0001048911,FDX,0001048911-25-000011,item_8,Financial Statements and Supplementary Data,10,ITEM 8. FINANCIAL STATEMENTS AND SUPPLEMENTARY DATA,detected,820,1412,593,1290,30921,192996,2025/pilot_100/text/section_text/0001048911/0001048911-25-000011/item_8_financial_statements.txt,
P2025-062,P2025-062,0001067701,URI,0001067701-26-000007,item_1,Business,1,Item 1. Business,detected,88,184,97,223,4840,32929,2025/pilot_100/text/section_text/0001067701/0001067701-26-000007/item_1_business.txt,
P2025-062,P2025-062,0001067701,URI,0001067701-26-000007,item_1a,Risk Factors,2,Item 1A. Risk Factors,detected,185,374,190,395,10780,70605,2025/pilot_100/text/section_text/0001067701/0001067701-26-000007/item_1a_risk_factors.txt,
P2025-062,P2025-062,0001067701,URI,0001067701-26-000007,item_1b,Unresolved Staff Comments,3,Item 1B. Unresolved Staff Comments,detected,375,376,2,3,6,39,2025/pilot_100/text/section_text/0001067701/0001067701-26-000007/item_1b_unresolved_staff_comments.txt,section_too_short
P2025-062,P2025-062,0001067701,URI,0001067701-26-000007,item_1c,Cybersecurity,4,Item 1C. Cybersecurity,detected,377,382,6,36,1009,7055,2025/pilot_100/text/section_text/0001067701/0001067701-26-000007/item_1c_cybersecurity.txt,
P2025-062,P2025-062,0001067701,URI,0001067701-26-000007,item_2,Properties,5,Item 2. Properties,detected,383,388,6,15,653,3279,2025/pilot_100/text/section_text/0001067701/0001067701-26-000007/item_2_properties.txt,
P2025-062,P2025-062,0001067701,URI,0001067701-26-000007,item_3,Legal Proceedings,6,Item 3. Legal Proceedings,detected,389,391,3,4,42,262,2025/pilot_100/text/section_text/0001067701/0001067701-26-000007/item_3_legal_proceedings.txt,section_too_short
P2025-062,P2025-062,0001067701,URI,0001067701-26-000007,item_5,Market for Registrant's Common Equity,7,"Item 5. Market for Registrant’s Common Equity, Related Stockholder Matters and Issuer Purchases of Equity Securities",detected,392,401,10,21,475,2930,2025/pilot_100/text/section_text/0001067701/0001067701-26-000007/item_5_stock_market_information.txt,
P2025-062,P2025-062,0001067701,URI,0001067701-26-000007,item_7,Management's Discussion and Analysis,8,"Item 7. Management’s Discussion and Analysis of Financial Condition and Results of Operations (dollars in millions, except per share data and unless otherwise indicated)",detected,402,560,159,448,11732,76355,2025/pilot_100/text/section_text/0001067701/0001067701-26-000007/item_7_management_discussion_and_analysis.txt,
P2025-062,P2025-062,0001067701,URI,0001067701-26-000007,item_7a,Market Risk,9,Item 7A. Quantitative and Qualitative Disclosures about Market Risk,detected,561,566,6,17,357,2240,2025/pilot_100/text/section_text/0001067701/0001067701-26-000007/item_7a_market_risk.txt,
P2025-062,P2025-062,0001067701,URI,0001067701-26-000007,item_8,Financial Statements and Supplementary Data,10,Item 8. Financial Statements and Supplementary Data,detected,567,1013,447,1020,29200,181441,2025/pilot_100/text/section_text/0001067701/0001067701-26-000007/item_8_financial_statements.txt,
P2025-063,P2025-063,0001316835,BLDR,0001193125-26-054643,item_1,Business,1,,not_present,,,0,0,0,0,2025/pilot_100/text/section_text/0001316835/0001193125-26-054643/item_1_business.txt,
P2025-063,P2025-063,0001316835,BLDR,0001193125-26-054643,item_1a,Risk Factors,2,Item 1A. Ris k Factors,detected,127,265,139,390,10414,70442,2025/pilot_100/text/section_text/0001316835/0001193125-26-054643/item_1a_risk_factors.txt,
P2025-063,P2025-063,0001316835,BLDR,0001193125-26-054643,item_1b,Unresolved Staff Comments,3,,not_present,,,0,0,0,0,2025/pilot_100/text/section_text/0001316835/0001193125-26-054643/item_1b_unresolved_staff_comments.txt,
P2025-063,P2025-063,0001316835,BLDR,0001193125-26-054643,item_1c,Cybersecurity,4,Item 1C. Cybersecurity,detected,266,304,39,106,2673,18424,2025/pilot_100/text/section_text/0001316835/0001193125-26-054643/item_1c_cybersecurity.txt,
P2025-063,P2025-063,0001316835,BLDR,0001193125-26-054643,item_2,Properties,5,,not_present,,,0,0,0,0,2025/pilot_100/text/section_text/0001316835/0001193125-26-054643/item_2_properties.txt,
P2025-063,P2025-063,0001316835,BLDR,0001193125-26-054643,item_3,Legal Proceedings,6,,not_present,,,0,0,0,0,2025/pilot_100/text/section_text/0001316835/0001193125-26-054643/item_3_legal_proceedings.txt,
P2025-063,P2025-063,0001316835,BLDR,0001193125-26-054643,item_5,Market for Registrant's Common Equity,7,,not_present,,,0,0,0,0,2025/pilot_100/text/section_text/0001316835/0001193125-26-054643/item_5_stock_market_information.txt,
P2025-063,P2025-063,0001316835,BLDR,0001193125-26-054643,item_7,Management's Discussion and Analysis,8,Item 7. Management’s Discussion and Analysis of Financial Condition and Results of Operations,detected,305,395,91,229,5154,34235,2025/pilot_100/text/section_text/0001316835/0001193125-26-054643/item_7_management_discussion_and_analysis.txt,
P2025-063,P2025-063,0001316835,BLDR,0001193125-26-054643,item_7a,Market Risk,9,,not_present,,,0,0,0,0,2025/pilot_100/text/section_text/0001316835/0001193125-26-054643/item_7a_market_risk.txt,
P2025-063,P2025-063,0001316835,BLDR,0001193125-26-054643,item_8,Financial Statements and Supplementary Data,10,Item 8. Financial Statemen ts and Supplementary Data,detected,396,799,404,1284,34670,223931,2025/pilot_100/text/section_text/0001316835/0001193125-26-054643/item_8_financial_statements.txt,
P2025-064,P2025-064,0000040545,GE,0000040545-26-000008,item_1,Business,1,,not_present,,,0,0,0,0,2025/pilot_100/text/section_text/0000040545/0000040545-26-000008/item_1_business.txt,
P2025-064,P2025-064,0000040545,GE,0000040545-26-000008,item_1a,Risk Factors,2,,not_present,,,0,0,0,0,2025/pilot_100/text/section_text/0000040545/0000040545-26-000008/item_1a_risk_factors.txt,
P2025-064,P2025-064,0000040545,GE,0000040545-26-000008,item_1b,Unresolved Staff Comments,3,,not_present,,,0,0,0,0,2025/pilot_100/text/section_text/0000040545/0000040545-26-000008/item_1b_unresolved_staff_comments.txt,
P2025-064,P2025-064,0000040545,GE,0000040545-26-000008,item_1c,Cybersecurity,4,,not_present,,,0,0,0,0,2025/pilot_100/text/section_text/0000040545/0000040545-26-000008/item_1c_cybersecurity.txt,
P2025-064,P2025-064,0000040545,GE,0000040545-26-000008,item_2,Properties,5,,not_present,,,0,0,0,0,2025/pilot_100/text/section_text/0000040545/0000040545-26-000008/item_2_properties.txt,
P2025-064,P2025-064,0000040545,GE,0000040545-26-000008,item_3,Legal Proceedings,6,,not_present,,,0,0,0,0,2025/pilot_100/text/section_text/0000040545/0000040545-26-000008/item_3_legal_proceedings.txt,
P2025-064,P2025-064,0000040545,GE,0000040545-26-000008,item_5,Market for Registrant's Common Equity,7,,not_present,,,0,0,0,0,2025/pilot_100/text/section_text/0000040545/0000040545-26-000008/item_5_stock_market_information.txt,
P2025-064,P2025-064,0000040545,GE,0000040545-26-000008,item_7,Management's Discussion and Analysis,8,,not_present,,,0,0,0,0,2025/pilot_100/text/section_text/0000040545/0000040545-26-000008/item_7_management_discussion_and_analysis.txt,
P2025-064,P2025-064,0000040545,GE,0000040545-26-000008,item_7a,Market Risk,9,,not_present,,,0,0,0,0,2025/pilot_100/text/section_text/0000040545/0000040545-26-000008/item_7a_market_risk.txt,
P2025-064,P2025-064,0000040545,GE,0000040545-26-000008,item_8,Financial Statements and Supplementary Data,10,,not_present,,,0,0,0,0,2025/pilot_100/text/section_text/0000040545/0000040545-26-000008/item_8_financial_statements.txt,
P2025-065,P2025-065,0001035983,FIX,0001104659-26-017530,item_1,Business,1,ITEM 1. Business,detected,40,112,73,216,5179,36214,2025/pilot_100/text/section_text/0001035983/0001104659-26-017530/item_1_business.txt,low_heading_score
P2025-065,P2025-065,0001035983,FIX,0001104659-26-017530,item_1a,Risk Factors,2,ITEM 1A. Risk Factors,detected,113,235,123,333,9303,62107,2025/pilot_100/text/section_text/0001035983/0001104659-26-017530/item_1a_risk_factors.txt,
P2025-065,P2025-065,0001035983,FIX,0001104659-26-017530,item_1b,Unresolved Staff Comments,3,ITEM 1B. Unresolved Staff Comments,detected,236,237,2,3,6,39,2025/pilot_100/text/section_text/0001035983/0001104659-26-017530/item_1b_unresolved_staff_comments.txt,section_too_short
P2025-065,P2025-065,0001035983,FIX,0001104659-26-017530,item_1c,Cybersecurity,4,ITEM 1C. Cybersecurity,detected,238,252,15,28,789,5703,2025/pilot_100/text/section_text/0001035983/0001104659-26-017530/item_1c_cybersecurity.txt,
P2025-065,P2025-065,0001035983,FIX,0001104659-26-017530,item_2,Properties,5,ITEM 2. Properties,detected,253,255,3,13,190,1198,2025/pilot_100/text/section_text/0001035983/0001104659-26-017530/item_2_properties.txt,
P2025-065,P2025-065,0001035983,FIX,0001104659-26-017530,item_3,Legal Proceedings,6,ITEM 3. Legal Proceedings,detected,256,271,16,54,1114,7079,2025/pilot_100/text/section_text/0001035983/0001104659-26-017530/item_3_legal_proceedings.txt,
P2025-065,P2025-065,0001035983,FIX,0001104659-26-017530,item_5,Market for Registrant's Common Equity,7,"ITEM 5. Market for Registrant’s Common Equity, Related Stockholder Matters and Issuer Purchases of Equity Securities",detected,272,286,15,24,683,4129,2025/pilot_100/text/section_text/0001035983/0001104659-26-017530/item_5_stock_market_information.txt,
P2025-065,P2025-065,0001035983,FIX,0001104659-26-017530,item_7,Management's Discussion and Analysis,8,ITEM 7. Management’s Discussion and Analysis of Financial Condition and Results of Operations,detected,287,397,111,299,7820,50385,2025/pilot_100/text/section_text/0001035983/0001104659-26-017530/item_7_management_discussion_and_analysis.txt,
P2025-065,P2025-065,0001035983,FIX,0001104659-26-017530,item_7a,Market Risk,9,ITEM 7A. Quantitative and Qualitative Disclosures about Market Risk,detected,398,405,8,19,396,2450,2025/pilot_100/text/section_text/0001035983/0001104659-26-017530/item_7a_market_risk.txt,
P2025-065,P2025-065,0001035983,FIX,0001104659-26-017530,item_8,Financial Statements and Supplementary Data,10,ITEM 8. Financial Statements and Supplementary Data,detected,406,806,401,1155,31798,203488,2025/pilot_100/text/section_text/0001035983/0001104659-26-017530/item_8_financial_statements.txt,
P2025-066,P2025-066,0000062996,MAS,0000062996-26-000005,item_1,Business,1,,not_present,,,0,0,0,0,2025/pilot_100/text/section_text/0000062996/0000062996-26-000005/item_1_business.txt,
P2025-066,P2025-066,0000062996,MAS,0000062996-26-000005,item_1a,Risk Factors,2,Item 1A. Risk Factors.,detected,77,195,119,221,5031,33518,2025/pilot_100/text/section_text/0000062996/0000062996-26-000005/item_1a_risk_factors.txt,
P2025-066,P2025-066,0000062996,MAS,0000062996-26-000005,item_1b,Unresolved Staff Comments,3,Item 1B. Unresolved Staff Comments.,detected,196,197,2,3,6,40,2025/pilot_100/text/section_text/0000062996/0000062996-26-000005/item_1b_unresolved_staff_comments.txt,section_too_short
P2025-066,P2025-066,0000062996,MAS,0000062996-26-000005,item_1c,Cybersecurity,4,Item 1C. Cybersecurity.,detected,198,210,13,25,640,4772,2025/pilot_100/text/section_text/0000062996/0000062996-26-000005/item_1c_cybersecurity.txt,
P2025-066,P2025-066,0000062996,MAS,0000062996-26-000005,item_2,Properties,5,Item 2. Properties.,detected,211,219,9,16,250,1694,2025/pilot_100/text/section_text/0000062996/0000062996-26-000005/item_2_properties.txt,
